Age,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Product_Rating,Customer_Satisfaction,Shipping_Preference
48.0,Animal Feed,350.50293048995445,6.0,4,2.0,Express
23.0,Home Appliances,356.01745178200804,7.0,4,10.0,No Preference
19.0,Home Appliances,469.19383700957604,6.0,1,2.0,No Preference
49.0,Toys & Games,443.5612691482032,2.0,3,2.0,No Preference
47.0,Toys & Games,219.29897154338374,-2.0,3,9.0,Standard
29.0,Luxury Goods,323.58385827092695,6.0,2,1.0,No Preference
31.0,Health Care,421.0074660996353,6.0,5,6.0,No Preference
25.0,Mobile Accessories,350.1502730446073,10.0,2,7.0,Express
18.0,Home Appliances,328.2856438484381,10.0,4,2.0,Express
35.0,Luxury Goods,369.42306923808025,5.0,1,9.0,No Preference
38.0,Office Supplies,93.26692232350094,6.0,5,2.0,Standard
47.0,Sports & Outdoors,168.10138405763718,3.0,5,8.0,No Preference
27.0,Groceries,288.59995816589054,5.0,2,1.0,Express
40.0,Mobile Accessories,352.3776240252221,8.0,1,6.0,Standard
16.0,Sports & Outdoors,409.33328417784764,10.0,4,5.0,No Preference
44.0,Software & Apps,349.7392775834552,8.0,4,2.0,Express
47.0,Furniture,463.99402298179416,2.0,3,5.0,Standard
50.0,Jewelry & Accessories,280.5476086812437,4.0,2,6.0,No Preference
19.0,Beauty & Personal Care,235.26723158653,4.0,4,10.0,Standard
28.0,Luxury Goods,150.803188018407,2.0,5,6.0,Standard
28.0,Health Supplements,288.7476035694664,1.0,4,1.0,No Preference
18.0,Software & Apps,336.59866802755187,3.0,3,10.0,No Preference
51.0,Packages),305.5681953368953,7.0,1,3.0,Standard
50.0,Health Supplements,222.300515583176,4.0,1,2.0,No Preference
45.0,Mobile Accessories,312.8237961457673,7.0,1,6.0,Express
47.0,Sports & Outdoors,267.68366331378945,7.0,4,7.0,No Preference
34.0,Mobile Accessories,166.25088196694463,9.0,2,5.0,No Preference
50.0,Books,326.8528713373713,6.0,1,3.0,Standard
32.0,Software & Apps,334.8090915697512,8.0,5,2.0,Express
42.0,Electronics,215.4413908181106,6.0,5,6.0,Express
40.0,Travel & Leisure (Flights,135.03930615797574,5.0,1,7.0,Standard
20.0,Jewelry & Accessories,340.2968187932139,6.0,3,9.0,No Preference
40.0,Gardening & Outdoors,236.31971056743348,9.0,4,6.0,Express
52.0,Jewelry & Accessories,449.6972401420429,2.0,3,3.0,Standard
38.0,Food & Beverages,415.3047794882226,3.0,2,6.0,No Preference
28.0,Travel & Leisure (Flights,423.4383074572295,11.0,4,5.0,Express
37.0,Mobile Accessories,93.77680668312517,7.0,5,9.0,No Preference
29.0,Jewelry & Accessories,325.8861360718539,0.0,5,3.0,Express
24.0,Hotels,59.906874933400715,11.0,2,8.0,Express
28.0,Hotels,293.7854218180902,4.0,5,3.0,Standard
21.0,Hotels,152.56946684325885,4.0,4,4.0,Express
28.0,Toys & Games,331.5030656953818,3.0,1,10.0,Express
49.0,Software & Apps,420.2475783898045,10.0,2,8.0,No Preference
35.0,Clothing,443.1690237803938,4.0,5,5.0,Standard
31.0,Travel & Leisure (Flights,290.569772900835,10.0,4,7.0,No Preference
44.0,Electronics,187.73325978904813,2.0,1,6.0,Standard
42.0,Sports & Outdoors,352.5507644817591,5.0,1,2.0,Express
19.0,Software & Apps,270.77233410397025,7.0,3,8.0,Standard
49.0,Arts & Crafts,120.91655196932616,3.0,5,2.0,No Preference
30.0,Mobile Accessories,423.406910442562,7.0,2,5.0,Standard
25.0,Furniture,310.25435303981243,7.0,2,8.0,Express
20.0,Sports & Outdoors,169.6261510895558,12.0,1,5.0,No Preference
41.0,Health Supplements,278.29579549378445,5.0,2,4.0,Standard
36.0,Books,330.9527836267281,9.0,4,8.0,No Preference
35.0,Animal Feed,369.89205123129284,6.0,5,7.0,Standard
22.0,Travel & Leisure (Flights,189.8865823015924,2.0,2,9.0,No Preference
52.0,Beauty & Personal Care,347.2387957820463,3.0,1,10.0,Standard
33.0,Jewelry & Accessories,216.63782090772543,10.0,2,2.0,No Preference
17.0,Mobile Accessories,291.5223817188337,8.0,4,1.0,No Preference
43.0,Gardening & Outdoors,257.4084073982041,1.0,3,9.0,Express
32.0,Books,172.3919748601871,7.0,1,7.0,No Preference
51.0,Health Care,76.42932455137037,1.0,5,1.0,Standard
28.0,Health Supplements,216.911192554829,8.0,1,1.0,No Preference
33.0,Books,335.93915257926733,5.0,2,8.0,Standard
41.0,Packages),377.2139841934586,3.0,2,9.0,Standard
44.0,Arts & Crafts,250.73255507554643,9.0,1,8.0,No Preference
32.0,Mobile Accessories,309.62779649207107,7.0,3,3.0,No Preference
33.0,Home Appliances,306.2692466956364,8.0,4,6.0,Standard
18.0,Groceries,442.91945277233106,1.0,4,2.0,Standard
27.0,Books,276.47713386226314,8.0,3,8.0,Express
51.0,Food & Beverages,56.81438191403238,4.0,3,6.0,Standard
20.0,Luxury Goods,278.5041952596483,7.0,2,3.0,Standard
49.0,Arts & Crafts,266.60904943980177,9.0,3,7.0,No Preference
38.0,Gardening & Outdoors,220.4463161976146,1.0,5,1.0,No Preference
39.0,Clothing,100.83536900257297,11.0,3,6.0,No Preference
31.0,Home Appliances,415.6791882272672,6.0,4,1.0,No Preference
38.0,Jewelry & Accessories,311.81609834249196,3.0,5,4.0,No Preference
30.0,Jewelry & Accessories,339.77134745719627,0.0,4,4.0,Standard
19.0,Hotels,427.02438721628096,7.0,4,4.0,Standard
35.0,Health Supplements,468.6947213876024,6.0,4,2.0,Express
48.0,Home Appliances,299.42672974197865,4.0,4,2.0,No Preference
49.0,Software & Apps,411.83505030182494,3.0,5,8.0,Standard
43.0,Baby Products,253.01116009638906,11.0,4,2.0,Express
19.0,Sports & Outdoors,152.6473022668428,8.0,1,1.0,Standard
31.0,Hotels,293.2061740419575,1.0,1,7.0,No Preference
48.0,Books,434.6309992348557,7.0,4,4.0,No Preference
30.0,Furniture,374.681420294399,14.0,2,8.0,No Preference
47.0,Beauty & Personal Care,486.76214488328776,4.0,3,9.0,No Preference
29.0,Packages),162.27812228796597,10.0,2,3.0,Express
37.0,Clothing,265.0350328081218,10.0,4,2.0,No Preference
50.0,Health Supplements,92.96828768915124,5.0,2,2.0,No Preference
45.0,Health Supplements,209.4225792248684,1.0,5,5.0,Standard
48.0,Jewelry & Accessories,148.35824928138337,2.0,5,9.0,Express
37.0,Hotels,219.8065284501146,7.0,4,4.0,Standard
31.0,Packages),454.6212687351606,6.0,2,7.0,Standard
44.0,Jewelry & Accessories,378.35307729902615,1.0,4,5.0,Standard
18.0,Electronics,293.3846061038332,6.0,5,7.0,No Preference
42.0,Health Care,261.02231587880624,2.0,5,8.0,Standard
50.0,Mobile Accessories,97.32862151557977,8.0,3,7.0,Standard
28.0,Office Supplies,247.0130846243457,7.0,2,4.0,Express
23.0,Hotels,347.2042748712172,11.0,4,10.0,No Preference
41.0,Sports & Outdoors,279.5790048882883,2.0,1,1.0,Standard
40.0,Office Supplies,502.0104989941536,6.0,1,1.0,No Preference
33.0,Jewelry & Accessories,222.31639855055332,2.0,2,10.0,Standard
17.0,Luxury Goods,333.2421912087842,5.0,4,7.0,No Preference
18.0,Books,371.54656581660095,4.0,3,7.0,No Preference
29.0,Mobile Accessories,446.05274802113047,3.0,4,8.0,Express
19.0,Groceries,299.6212128610107,11.0,2,1.0,Standard
19.0,Food & Beverages,325.190596387954,7.0,5,4.0,Standard
17.0,Software & Apps,399.54605317782375,10.0,4,4.0,No Preference
29.0,Books,440.74974727577705,11.0,4,3.0,No Preference
37.0,Software & Apps,233.41627715605708,2.0,1,3.0,Standard
33.0,Animal Feed,332.4141254190947,6.0,5,5.0,Express
19.0,Furniture,396.8817369465668,9.0,2,1.0,Express
29.0,Luxury Goods,381.3690203891779,11.0,4,5.0,Standard
20.0,Food & Beverages,329.9065030102414,2.0,2,3.0,Standard
44.0,Jewelry & Accessories,306.9421538580066,7.0,2,7.0,Express
28.0,Groceries,37.330750382553234,4.0,1,10.0,Standard
40.0,Books,406.31072311517664,3.0,2,2.0,Standard
46.0,Sports & Outdoors,207.296571357155,9.0,2,9.0,No Preference
27.0,Toys & Games,329.71382452190653,10.0,4,2.0,Express
21.0,Home Appliances,188.675599968464,7.0,2,9.0,Standard
48.0,Animal Feed,185.90658505154266,15.0,4,3.0,Express
51.0,Software & Apps,277.10476074031106,6.0,1,10.0,Express
26.0,Office Supplies,278.58440887024506,3.0,2,4.0,No Preference
33.0,Health Supplements,451.6924576362676,5.0,4,2.0,Express
32.0,Baby Products,99.20840844411521,10.0,4,9.0,Express
37.0,Animal Feed,273.5438090277833,7.0,1,1.0,No Preference
30.0,Luxury Goods,329.4231478421493,7.0,3,1.0,No Preference
38.0,Furniture,274.9175618627138,10.0,3,7.0,No Preference
46.0,Clothing,282.2324819800317,10.0,1,4.0,Standard
40.0,Health Supplements,418.5371723530775,9.0,2,7.0,No Preference
19.0,Home Appliances,411.9782702075306,6.0,3,5.0,Standard
32.0,Groceries,301.79136781692216,6.0,5,1.0,No Preference
38.0,Food & Beverages,222.35002806056883,13.0,4,9.0,Express
33.0,Groceries,230.0743115500561,6.0,2,3.0,No Preference
36.0,Sports & Outdoors,301.25294608482386,7.0,3,8.0,No Preference
26.0,Jewelry & Accessories,92.93709546790903,4.0,3,1.0,Standard
49.0,Luxury Goods,166.7674795635439,11.0,4,10.0,Standard
36.0,Toys & Games,296.5072464201096,4.0,5,3.0,No Preference
20.0,Luxury Goods,386.04935761996563,5.0,1,10.0,No Preference
22.0,Gardening & Outdoors,400.52240136529235,2.0,4,9.0,No Preference
18.0,Health Supplements,273.57935927775,8.0,4,10.0,Express
41.0,Groceries,236.24924864307843,16.0,2,7.0,Express
31.0,Mobile Accessories,238.965732777525,2.0,5,10.0,Standard
38.0,Food & Beverages,346.9330835555926,11.0,3,1.0,Express
20.0,Toys & Games,262.5626311888583,8.0,1,4.0,Express
43.0,Electronics,245.10714794846362,8.0,1,5.0,No Preference
26.0,Food & Beverages,457.0271290742262,10.0,5,6.0,Express
19.0,Health Supplements,158.05621000622878,4.0,4,1.0,Express
42.0,Beauty & Personal Care,122.9461169313875,6.0,5,9.0,No Preference
38.0,Hotels,270.230574632424,7.0,3,10.0,No Preference
21.0,Travel & Leisure (Flights,323.2987164939217,6.0,2,7.0,No Preference
29.0,Travel & Leisure (Flights,279.08624988482046,7.0,1,7.0,No Preference
34.0,Health Supplements,190.38081116355414,6.0,4,6.0,Express
33.0,Gardening & Outdoors,114.71537670908558,3.0,3,1.0,Standard
39.0,Arts & Crafts,125.93836449452114,10.0,4,4.0,Express
50.0,Health Supplements,132.64974742027968,10.0,5,1.0,Express
37.0,Health Care,325.8734263178013,3.0,1,2.0,Standard
46.0,Home Appliances,311.87557876078904,2.0,3,10.0,Standard
20.0,Software & Apps,132.3448990650805,7.0,5,6.0,No Preference
40.0,Software & Apps,380.57025172009014,7.0,4,2.0,No Preference
21.0,Hotels,195.27620636259846,8.0,3,1.0,Standard
27.0,Mobile Accessories,285.6296441887242,3.0,5,7.0,No Preference
37.0,Animal Feed,220.9911689129011,10.0,5,6.0,No Preference
47.0,Clothing,206.48319468131024,7.0,1,4.0,Express
28.0,Home Appliances,101.20542546928955,2.0,3,3.0,Standard
39.0,Packages),319.9983684932901,7.0,1,8.0,No Preference
32.0,Electronics,361.3695548191155,4.0,3,7.0,Standard
43.0,Office Supplies,70.2030553043458,2.0,2,6.0,Express
37.0,Arts & Crafts,87.96021009003458,4.0,5,4.0,No Preference
28.0,Gardening & Outdoors,452.7553947506093,8.0,3,3.0,No Preference
36.0,Luxury Goods,382.8330590661411,9.0,4,2.0,Express
25.0,Gardening & Outdoors,410.27583710195245,4.0,4,6.0,No Preference
39.0,Arts & Crafts,57.997791708996544,7.0,1,2.0,No Preference
34.0,Travel & Leisure (Flights,460.32889361124217,0.0,4,6.0,Standard
27.0,Books,381.42814274023715,8.0,5,9.0,Express
36.0,Electronics,148.92411205131958,3.0,5,3.0,No Preference
51.0,Beauty & Personal Care,246.06069659702706,9.0,1,4.0,No Preference
33.0,Office Supplies,153.73090225951063,10.0,3,3.0,No Preference
43.0,Food & Beverages,499.44599350231096,4.0,1,5.0,Express
44.0,Luxury Goods,133.56267674567357,7.0,3,5.0,No Preference
44.0,Gardening & Outdoors,57.977930592845794,5.0,4,6.0,Standard
26.0,Hotels,204.80186671729922,8.0,4,7.0,Express
46.0,Home Appliances,253.6037306741048,7.0,5,1.0,No Preference
35.0,Groceries,268.11023842395696,3.0,5,9.0,Express
46.0,Mobile Accessories,312.29745268788474,9.0,4,2.0,Express
25.0,Sports & Outdoors,228.0947846202621,8.0,2,2.0,Express
18.0,Toys & Games,101.81476315270224,4.0,3,7.0,No Preference
42.0,Electronics,173.81358523344596,0.0,3,3.0,Standard
25.0,Software & Apps,254.5627816637795,6.0,4,9.0,Express
51.0,Food & Beverages,403.6543987967017,11.0,3,1.0,Express
48.0,Baby Products,187.1886982536219,4.0,4,2.0,No Preference
23.0,Food & Beverages,433.39743007189657,5.0,5,8.0,Express
20.0,Food & Beverages,232.92703606503653,7.0,3,2.0,No Preference
37.0,Office Supplies,314.67413692957894,5.0,2,3.0,No Preference
43.0,Electronics,175.93773916098576,3.0,5,9.0,Standard
44.0,Arts & Crafts,169.48395518887713,4.0,1,9.0,Express
41.0,Luxury Goods,184.2935657178748,4.0,4,1.0,Standard
42.0,Health Supplements,491.64061386094727,8.0,2,9.0,Standard
43.0,Baby Products,335.869166343729,4.0,1,4.0,Express
35.0,Hotels,269.1208919296587,5.0,3,5.0,Standard
37.0,Jewelry & Accessories,326.9619994850053,1.0,5,8.0,Standard
33.0,Sports & Outdoors,157.4408811539338,6.0,4,8.0,No Preference
51.0,Toys & Games,323.99536760413196,5.0,1,1.0,Standard
50.0,Books,128.10886597782584,2.0,1,5.0,Standard
50.0,Electronics,269.31160173557987,6.0,4,1.0,Express
23.0,Health Care,338.39332517366006,8.0,2,10.0,Standard
25.0,Clothing,254.75873197183608,6.0,3,8.0,Express
37.0,Luxury Goods,151.98258368882924,11.0,3,9.0,No Preference
45.0,Mobile Accessories,228.71351052982033,8.0,2,10.0,No Preference
33.0,Sports & Outdoors,185.4434217429957,3.0,3,1.0,Standard
32.0,Luxury Goods,453.1640179607719,10.0,1,7.0,No Preference
46.0,Baby Products,329.1468449156597,4.0,3,7.0,No Preference
33.0,Home Appliances,391.8295204899431,1.0,4,6.0,Standard
39.0,Sports & Outdoors,516.8595968187423,10.0,4,8.0,No Preference
48.0,Arts & Crafts,288.5543255024771,10.0,4,2.0,No Preference
28.0,Health Supplements,343.2052151360608,7.0,1,2.0,Standard
37.0,Luxury Goods,433.76253013712346,4.0,4,1.0,Standard
32.0,Hotels,288.40308612489866,2.0,3,10.0,Express
39.0,Health Care,91.80163477593592,9.0,4,6.0,Standard
34.0,Mobile Accessories,203.64647250776855,2.0,5,3.0,Standard
33.0,Software & Apps,367.3317101327696,9.0,1,3.0,Express
27.0,Food & Beverages,183.91644367990466,9.0,5,1.0,Express
25.0,Software & Apps,304.01729368052565,7.0,5,6.0,No Preference
35.0,Travel & Leisure (Flights,368.1574723870315,3.0,4,10.0,No Preference
21.0,Baby Products,211.13628571960118,13.0,1,3.0,Standard
50.0,Hotels,476.8939328927828,4.0,1,6.0,Standard
19.0,Software & Apps,78.93851830011933,6.0,2,1.0,Express
35.0,Baby Products,437.9195166239566,12.0,2,2.0,Express
40.0,Baby Products,175.0422080617509,4.0,1,5.0,Standard
39.0,Health Care,379.31228319900765,8.0,4,3.0,Express
22.0,Groceries,349.16221045834413,9.0,4,1.0,Standard
23.0,Toys & Games,210.63782693375924,9.0,2,3.0,No Preference
31.0,Mobile Accessories,449.778258940505,9.0,5,1.0,Express
26.0,Sports & Outdoors,277.3376025520439,6.0,5,1.0,No Preference
27.0,Animal Feed,174.64342133634779,11.0,2,8.0,Express
46.0,Furniture,305.5523492888638,11.0,1,3.0,Express
28.0,Health Supplements,455.92748974649203,1.0,5,8.0,Standard
24.0,Beauty & Personal Care,57.706172467169985,6.0,4,3.0,Standard
29.0,Baby Products,338.9239544203376,7.0,3,10.0,Standard
20.0,Office Supplies,239.57454602639262,6.0,3,5.0,No Preference
19.0,Furniture,145.3580648890914,6.0,2,7.0,No Preference
51.0,Health Supplements,277.75712026847395,7.0,1,9.0,Standard
19.0,Sports & Outdoors,407.574042279852,11.0,1,9.0,Express
17.0,Gardening & Outdoors,183.12222143287667,7.0,3,9.0,Standard
42.0,Animal Feed,197.72522446646457,7.0,3,2.0,No Preference
27.0,Furniture,271.33004784407024,10.0,4,8.0,Standard
28.0,Electronics,374.98864351500447,4.0,2,5.0,Express
24.0,Home Appliances,357.83616228946073,8.0,5,10.0,Standard
42.0,Gardening & Outdoors,133.56527566270395,4.0,4,9.0,Standard
48.0,Clothing,278.6870290263938,4.0,2,7.0,Express
40.0,Food & Beverages,202.4045397224627,12.0,4,1.0,Standard
50.0,Furniture,310.0916062823559,9.0,3,6.0,Standard
37.0,Jewelry & Accessories,373.3870071748472,7.0,5,9.0,Express
39.0,Baby Products,251.97712535399177,2.0,1,6.0,No Preference
32.0,Gardening & Outdoors,364.68015542064654,10.0,3,5.0,Express
42.0,Jewelry & Accessories,225.11058860245583,-2.0,3,6.0,No Preference
27.0,Mobile Accessories,231.5172582480886,6.0,5,8.0,No Preference
42.0,Electronics,489.1920396226187,7.0,4,7.0,Express
33.0,Electronics,216.35399157970437,6.0,1,2.0,No Preference
25.0,Toys & Games,312.6820683372482,7.0,5,9.0,Express
38.0,Electronics,304.4699135937982,7.0,3,5.0,Express
18.0,Sports & Outdoors,347.3987514975097,5.0,3,7.0,Express
23.0,Food & Beverages,158.19708060379975,9.0,5,8.0,Express
30.0,Books,92.64537225789816,8.0,5,1.0,No Preference
20.0,Health Care,305.7965077558937,7.0,5,8.0,Express
45.0,Mobile Accessories,474.81080140264805,2.0,3,4.0,No Preference
31.0,Gardening & Outdoors,235.49894718586648,6.0,5,7.0,Standard
37.0,Beauty & Personal Care,231.28325978027826,6.0,4,5.0,Express
24.0,Packages),400.7640966427978,9.0,1,8.0,No Preference
46.0,Sports & Outdoors,231.03023865362596,3.0,1,6.0,Standard
23.0,Baby Products,324.45978333925154,3.0,5,1.0,Standard
49.0,Home Appliances,133.9579603297541,7.0,4,3.0,Standard
49.0,Animal Feed,336.91060243226366,8.0,3,2.0,Express
24.0,Furniture,94.62413870879001,9.0,3,4.0,No Preference
50.0,Hotels,225.94656129421017,2.0,2,3.0,Standard
18.0,Furniture,142.59219726071015,6.0,5,8.0,Express
48.0,Groceries,352.41422890591116,8.0,4,9.0,Standard
32.0,Clothing,207.82848306877608,12.0,2,9.0,No Preference
36.0,Home Appliances,55.21573241268247,4.0,4,3.0,Standard
22.0,Gardening & Outdoors,207.3355076898082,9.0,3,6.0,No Preference
36.0,Packages),284.6952751723203,12.0,2,6.0,No Preference
28.0,Packages),503.67030429139766,4.0,5,1.0,Express
38.0,Packages),254.39597963347916,5.0,3,6.0,Standard
40.0,Arts & Crafts,301.0594968315453,3.0,3,1.0,Express
21.0,Groceries,495.70073471487024,5.0,5,7.0,Express
45.0,Baby Products,85.24576144090045,6.0,1,3.0,Standard
33.0,Food & Beverages,343.9895757503441,3.0,4,10.0,No Preference
36.0,Books,168.74651915374142,7.0,4,6.0,Standard
22.0,Beauty & Personal Care,162.1172640481074,6.0,5,9.0,No Preference
23.0,Books,225.46252484997382,3.0,1,9.0,Express
19.0,Electronics,372.7512520226396,2.0,3,1.0,No Preference
33.0,Health Supplements,342.61328398347456,4.0,1,5.0,No Preference
26.0,Electronics,276.22196085430335,7.0,5,1.0,Standard
20.0,Gardening & Outdoors,246.45786670020877,1.0,1,10.0,No Preference
27.0,Sports & Outdoors,293.5736280501126,4.0,4,5.0,No Preference
30.0,Baby Products,123.2073964239296,6.0,3,7.0,Standard
46.0,Groceries,139.47647692483784,6.0,1,7.0,No Preference
39.0,Home Appliances,407.39468660537034,0.0,5,2.0,No Preference
31.0,Animal Feed,307.1314546432958,7.0,5,9.0,No Preference
19.0,Software & Apps,352.30680469917127,13.0,2,2.0,Express
34.0,Animal Feed,164.39116395187452,5.0,4,1.0,Standard
50.0,Home Appliances,374.19220093977094,8.0,2,1.0,Standard
40.0,Packages),211.6333382092927,3.0,5,8.0,Standard
32.0,Office Supplies,351.09048216712984,12.0,4,7.0,No Preference
48.0,Sports & Outdoors,109.60047469678864,8.0,1,5.0,Express
42.0,Sports & Outdoors,345.51622684535664,4.0,3,1.0,No Preference
49.0,Animal Feed,133.778396634255,2.0,3,4.0,Standard
38.0,Beauty & Personal Care,486.913459028935,4.0,5,6.0,Express
31.0,Health Supplements,407.46584188647137,7.0,4,9.0,Express
29.0,Groceries,327.10202277027315,8.0,5,3.0,No Preference
46.0,Animal Feed,413.52301691455494,9.0,1,9.0,No Preference
40.0,Baby Products,304.0469906593358,10.0,1,6.0,Express
35.0,Electronics,251.40639075813294,9.0,3,8.0,No Preference
50.0,Health Supplements,91.74654412222814,6.0,3,4.0,Express
26.0,Arts & Crafts,225.77393894930415,8.0,4,8.0,Express
45.0,Baby Products,266.71013463091055,2.0,1,8.0,Express
23.0,Hotels,381.91475504887467,0.0,3,5.0,No Preference
50.0,Office Supplies,340.38133285476135,12.0,2,2.0,Express
32.0,Home Appliances,44.36949927964393,6.0,5,8.0,Standard
49.0,Arts & Crafts,372.9832255832357,4.0,4,3.0,Express
35.0,Sports & Outdoors,209.09809275965273,4.0,1,5.0,No Preference
45.0,Mobile Accessories,147.06085489182064,5.0,4,7.0,No Preference
22.0,Home Appliances,97.06154068049604,6.0,5,3.0,Standard
48.0,Electronics,232.9723149174078,-1.0,5,3.0,No Preference
48.0,Packages),489.1078856334269,4.0,2,4.0,Standard
25.0,Gardening & Outdoors,336.04084835163746,13.0,4,1.0,Express
27.0,Furniture,101.81162027238992,7.0,5,10.0,Standard
45.0,Health Care,298.1981054139718,5.0,4,6.0,Express
48.0,Electronics,310.8039129924407,4.0,2,4.0,No Preference
34.0,Home Appliances,119.82501270613727,9.0,3,9.0,No Preference
34.0,Health Care,229.47145579534524,7.0,1,8.0,No Preference
33.0,Animal Feed,387.5080153177197,11.0,4,5.0,No Preference
33.0,Office Supplies,368.23737122119496,8.0,3,9.0,Express
28.0,Health Supplements,253.55148184114256,5.0,5,7.0,No Preference
40.0,Luxury Goods,242.19854889774874,4.0,4,1.0,Standard
48.0,Groceries,389.11207131447895,4.0,4,1.0,Standard
41.0,Software & Apps,310.66198580094203,7.0,5,3.0,Express
35.0,Health Supplements,413.00740689205327,8.0,4,2.0,No Preference
31.0,Gardening & Outdoors,393.2697322049887,8.0,3,6.0,No Preference
38.0,Food & Beverages,308.6660304122525,8.0,1,6.0,No Preference
32.0,Travel & Leisure (Flights,198.6917571180125,3.0,4,9.0,Standard
23.0,Software & Apps,140.05278326247722,3.0,3,2.0,No Preference
32.0,Books,299.3966748272626,6.0,5,2.0,Express
18.0,Books,475.1365614818426,10.0,4,6.0,Standard
41.0,Luxury Goods,478.35429151115966,2.0,1,1.0,Standard
51.0,Arts & Crafts,133.93432895226803,5.0,1,10.0,Standard
18.0,Software & Apps,297.8677122682801,7.0,5,3.0,No Preference
34.0,Food & Beverages,369.9211212271588,7.0,4,5.0,Standard
30.0,Health Care,225.75618656259556,10.0,2,5.0,Express
27.0,Animal Feed,386.19191685221676,13.0,2,4.0,Express
21.0,Baby Products,422.73786412677657,15.0,2,6.0,Express
36.0,Groceries,342.1110020833204,12.0,4,4.0,Express
29.0,Groceries,290.8154749050416,2.0,5,4.0,No Preference
36.0,Animal Feed,319.45473139342135,10.0,1,7.0,No Preference
48.0,Jewelry & Accessories,198.38146571300146,1.0,5,9.0,No Preference
49.0,Software & Apps,280.02101494688407,6.0,3,3.0,No Preference
34.0,Home Appliances,164.86192065310487,12.0,1,6.0,No Preference
26.0,Hotels,160.43700737847644,3.0,4,8.0,Standard
19.0,Animal Feed,198.94301535526827,5.0,2,7.0,Standard
43.0,Home Appliances,183.76066332031567,9.0,1,9.0,Express
50.0,Electronics,351.40818678161384,6.0,4,8.0,Express
38.0,Health Supplements,92.90278400245494,7.0,2,9.0,Express
25.0,Health Supplements,344.9908868474331,14.0,3,2.0,No Preference
42.0,Food & Beverages,63.320396124016625,8.0,2,5.0,No Preference
35.0,Sports & Outdoors,284.73245789479927,1.0,5,6.0,Standard
40.0,Packages),149.6648423732074,4.0,1,9.0,No Preference
44.0,Food & Beverages,170.18128185732917,11.0,2,6.0,No Preference
18.0,Groceries,474.0065188284799,5.0,5,7.0,No Preference
31.0,Baby Products,336.59778213708535,7.0,4,2.0,No Preference
36.0,Animal Feed,329.829234121597,9.0,3,10.0,Standard
43.0,Toys & Games,276.24133678544456,3.0,5,3.0,Standard
53.0,Clothing,385.12288753279074,3.0,2,10.0,Standard
37.0,Software & Apps,246.94545400590388,5.0,1,1.0,Standard
21.0,Groceries,211.3608283526478,11.0,1,7.0,Standard
40.0,Home Appliances,47.891488180742456,9.0,5,1.0,No Preference
47.0,Furniture,209.95149034091108,9.0,3,5.0,No Preference
24.0,Electronics,210.24697059075274,12.0,4,7.0,No Preference
32.0,Furniture,22.062611762521783,7.0,1,2.0,Express
36.0,Beauty & Personal Care,400.3188945543757,9.0,2,5.0,Express
30.0,Animal Feed,396.3142971591003,8.0,2,6.0,Standard
27.0,Electronics,386.07920454563396,7.0,3,1.0,No Preference
37.0,Electronics,262.22118227448937,0.0,1,5.0,Standard
29.0,Packages),297.36543419858083,6.0,4,3.0,Standard
52.0,Jewelry & Accessories,309.28218515986794,4.0,3,6.0,Standard
37.0,Electronics,377.3675582643133,6.0,2,8.0,Standard
32.0,Travel & Leisure (Flights,263.44499935468764,3.0,4,7.0,Standard
40.0,Software & Apps,288.36479027836754,2.0,5,1.0,Standard
46.0,Gardening & Outdoors,135.96495692260265,5.0,3,3.0,Express
45.0,Arts & Crafts,299.74583218115504,7.0,4,1.0,No Preference
38.0,Home Appliances,291.17573227718725,2.0,2,9.0,Express
32.0,Beauty & Personal Care,439.58573800997056,6.0,1,5.0,No Preference
30.0,Food & Beverages,218.56201333915894,7.0,5,10.0,No Preference
28.0,Hotels,322.56145256709743,7.0,1,2.0,Express
44.0,Baby Products,169.69837915275102,7.0,5,6.0,Express
30.0,Luxury Goods,338.4873931872189,4.0,4,5.0,No Preference
49.0,Clothing,393.6123262674457,2.0,1,8.0,Standard
27.0,Gardening & Outdoors,201.8709620396296,15.0,1,6.0,No Preference
31.0,Beauty & Personal Care,453.8121977891956,2.0,2,10.0,Standard
26.0,Packages),208.67107443712496,4.0,3,4.0,Express
35.0,Packages),208.292900163614,5.0,2,2.0,Express
49.0,Food & Beverages,418.8379585685042,8.0,5,2.0,Standard
39.0,Mobile Accessories,276.94778507146486,5.0,5,6.0,No Preference
26.0,Home Appliances,297.55810359310215,1.0,1,6.0,Standard
25.0,Health Care,420.6209568633383,12.0,3,2.0,No Preference
40.0,Mobile Accessories,397.8990972946375,6.0,3,6.0,Express
18.0,Travel & Leisure (Flights,324.3169013204913,9.0,3,8.0,Express
35.0,Luxury Goods,256.1075024563065,9.0,4,4.0,Standard
24.0,Software & Apps,199.34996883300573,4.0,1,4.0,No Preference
37.0,Food & Beverages,151.90698904574506,6.0,1,8.0,No Preference
23.0,Gardening & Outdoors,241.56126712025,1.0,5,4.0,No Preference
37.0,Jewelry & Accessories,429.7385879887871,3.0,5,5.0,Express
49.0,Sports & Outdoors,427.319893343833,7.0,3,2.0,Standard
34.0,Animal Feed,288.4374445471142,11.0,4,3.0,No Preference
27.0,Gardening & Outdoors,57.977930592845794,8.0,4,3.0,Standard
22.0,Beauty & Personal Care,155.65946062639168,7.0,5,3.0,Express
