Age,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Product_Rating,Customer_Satisfaction,Shipping_Preference
21,Gardening & Outdoors,301.01,9,1,8,Express
18,Electronics,378.71,5,1,5,Express
44,Mobile Accessories,314.32,6,4,5,Standard
22,Office Supplies,210.9,12,1,1,Standard
18,Food & Beverages,218.26,4,1,8,Standard
24,Animal Feed,424.18,5,4,4,Express
28,Luxury Goods,430.75,11,3,8,No Preference
24,Mobile Accessories,162.95,11,2,8,Express
40,Health Supplements,209.68,2,1,1,Express
50,Beauty & Personal Care,97.97,2,5,10,No Preference
49,Books,192.51,9,5,2,Standard
35,Electronics,151.81,8,4,10,No Preference
25,Furniture,239.28,8,4,5,No Preference
40,Mobile Accessories,306.17,4,5,6,Express
40,Electronics,370.38,11,2,1,No Preference
50,Arts & Crafts,346.58,6,1,9,Express
24,Software & Apps,292.64,5,1,10,Standard
30,Travel & Leisure (Flights,102.91,12,1,10,Express
32,Home Appliances,283.78,4,4,6,Express
48,Beauty & Personal Care,51.44,2,3,1,No Preference
44,Luxury Goods,405.7,12,3,10,Standard
19,Groceries,311.74,11,4,10,Express
39,Clothing,293.43,9,4,5,Standard
35,Baby Products,418.51,6,4,2,Standard
39,Health Care,85.03,9,4,9,Express
31,Mobile Accessories,164.94,4,4,2,Express
38,Groceries,89.32,11,1,3,No Preference
33,Clothing,388.26,2,1,7,No Preference
33,Jewelry & Accessories,106.69,5,4,10,Standard
42,Packages),301.16,10,3,9,Standard
49,Hotels,61.71,6,5,7,No Preference
46,Sports & Outdoors,83.33,11,5,6,Express
42,Books,411.81,4,3,1,Standard
44,Luxury Goods,114.93,3,3,4,Standard
33,Jewelry & Accessories,438.42,11,2,4,Express
36,Luxury Goods,189.97,2,3,3,Standard
35,Health Supplements,227.03,12,2,10,Standard
26,Home Appliances,278.49,4,5,5,Express
43,Animal Feed,120.56,5,3,7,Express
25,Gardening & Outdoors,320.94,11,3,10,No Preference
37,Jewelry & Accessories,217.72,3,4,4,No Preference
25,Home Appliances,222.61,3,2,1,Standard
40,Beauty & Personal Care,102.73,3,5,5,Express
40,Sports & Outdoors,426.87,2,2,4,No Preference
20,Jewelry & Accessories,473.28,5,5,9,Standard
39,Jewelry & Accessories,446.03,9,1,7,Express
19,Arts & Crafts,287.95,3,3,7,Standard
31,Luxury Goods,132.52,6,2,10,Express
36,Sports & Outdoors,379.2,7,1,2,No Preference
31,Groceries,447.53,4,1,6,No Preference
45,Office Supplies,138.44,4,1,2,Express
45,Home Appliances,440.62,8,2,3,Express
23,Sports & Outdoors,145.98,4,2,5,No Preference
28,Software & Apps,405.66,11,2,3,Express
26,Clothing,419.98,7,4,10,No Preference
50,Arts & Crafts,260.14,5,2,7,Standard
36,Arts & Crafts,368.91,10,3,10,No Preference
32,Home Appliances,100.32,2,1,1,Express
34,Food & Beverages,107.82,7,3,10,No Preference
50,Baby Products,83.88,11,2,6,Express
24,Travel & Leisure (Flights,81.25,9,2,8,No Preference
49,Home Appliances,125.8,12,4,8,No Preference
18,Health Supplements,197.9,11,4,4,Standard
44,Travel & Leisure (Flights,299.09,8,1,7,Standard
41,Travel & Leisure (Flights,79.3,10,2,4,No Preference
33,Books,55.73,12,3,3,Express
46,Software & Apps,256.44,8,1,6,Express
23,Toys & Games,337.21,12,5,9,Express
35,Software & Apps,494.97,12,4,5,No Preference
31,Arts & Crafts,238.58,6,2,9,Standard
20,Sports & Outdoors,131.9,8,5,4,No Preference
49,Food & Beverages,403.03,12,5,1,Standard
26,Health Supplements,338.6,10,3,3,No Preference
36,Furniture,365.38,11,4,9,Express
21,Sports & Outdoors,433.99,11,2,2,No Preference
35,Health Care,495.95,5,2,7,No Preference
41,Baby Products,356.22,7,5,7,Express
22,Health Supplements,156.4,7,5,7,Standard
42,Sports & Outdoors,454.36,3,5,8,No Preference
50,Software & Apps,486.07,11,1,6,Standard
30,Packages),427.86,11,3,6,Express
49,Beauty & Personal Care,235.13,10,4,3,No Preference
40,Groceries,361.27,4,3,5,Standard
38,Furniture,195.83,10,2,7,No Preference
21,Sports & Outdoors,340.31,10,1,5,No Preference
40,Animal Feed,489.67,5,5,5,Standard
26,Mobile Accessories,482.5,11,1,1,No Preference
32,Jewelry & Accessories,433.14,10,1,3,No Preference
47,Jewelry & Accessories,375.7,6,1,10,No Preference
21,Travel & Leisure (Flights,381.3,12,1,4,Express
34,Electronics,210.21,4,1,10,No Preference
29,Health Supplements,408.81,8,4,3,Express
20,Jewelry & Accessories,118.65,10,3,2,Standard
50,Software & Apps,166.45,7,2,1,Express
29,Travel & Leisure (Flights,385.32,10,1,1,Standard
25,Mobile Accessories,293.99,10,4,7,No Preference
37,Toys & Games,161.41,9,4,8,Standard
39,Groceries,130.92,2,2,2,No Preference
48,Toys & Games,468.6,4,4,6,No Preference
47,Toys & Games,237.57,5,3,3,No Preference
50,Furniture,395.18,5,2,5,Standard
42,Electronics,427.94,12,4,2,No Preference
28,Hotels,81.23,9,5,10,Standard
23,Hotels,257.43,5,2,7,Standard
42,Arts & Crafts,305.73,7,5,8,Express
32,Toys & Games,249.82,10,3,6,No Preference
33,Animal Feed,332.79,11,5,1,No Preference
32,Arts & Crafts,78.9,3,1,1,Standard
29,Health Care,122.55,9,4,3,Express
25,Mobile Accessories,307.61,6,1,9,No Preference
41,Software & Apps,152.33,2,5,6,No Preference
24,Mobile Accessories,465.07,8,4,2,No Preference
32,Sports & Outdoors,498.23,10,2,7,No Preference
41,Luxury Goods,491.18,3,4,6,No Preference
18,Health Care,149.42,3,1,6,Express
25,Furniture,82.13,9,1,6,Express
49,Sports & Outdoors,425.18,4,1,8,Standard
39,Arts & Crafts,176.12,8,3,10,Standard
47,Jewelry & Accessories,70.3,6,5,8,Standard
43,Luxury Goods,319.39,7,5,10,Standard
38,Home Appliances,113.51,11,1,2,Express
40,Animal Feed,492.74,2,5,3,Express
33,Furniture,143.8,9,2,7,No Preference
18,Arts & Crafts,158.54,5,1,7,Express
39,Furniture,213.39,6,4,5,Standard
31,Health Supplements,127.18,2,5,2,Standard
27,Luxury Goods,476.63,9,5,2,No Preference
31,Animal Feed,56.02,3,3,6,Standard
36,Electronics,398.97,3,3,3,No Preference
27,Groceries,53.45,6,3,9,Standard
21,Groceries,61.19,2,5,6,No Preference
50,Luxury Goods,471.31,4,5,8,Express
49,Health Care,179.19,10,1,7,Express
43,Food & Beverages,294.61,6,1,2,Express
35,Health Care,375.45,6,4,8,Express
21,Electronics,83.5,12,4,7,Standard
34,Home Appliances,109.88,7,4,3,Standard
21,Office Supplies,182.54,11,5,1,Standard
23,Furniture,465.48,3,3,8,No Preference
31,Health Care,224.52,8,3,5,Express
21,Beauty & Personal Care,281.37,12,3,2,Express
22,Office Supplies,125.68,2,4,8,Express
38,Beauty & Personal Care,178.21,7,5,8,No Preference
27,Health Care,483.23,7,4,5,Express
18,Home Appliances,415.3,11,2,9,Standard
36,Electronics,85.52,7,5,3,No Preference
44,Packages),422.31,2,4,6,No Preference
48,Arts & Crafts,70.42,11,5,7,Express
23,Toys & Games,437.4,6,4,5,Express
35,Jewelry & Accessories,207.11,4,4,1,No Preference
50,Animal Feed,378.87,2,2,2,No Preference
30,Baby Products,349.0,10,5,5,No Preference
38,Hotels,330.27,3,2,9,No Preference
42,Health Supplements,410.29,10,4,4,Express
24,Hotels,400.86,7,3,7,No Preference
27,Beauty & Personal Care,225.12,11,2,1,Express
36,Beauty & Personal Care,273.48,12,3,5,Express
19,Furniture,363.84,11,2,3,Express
24,Packages),302.6,9,4,10,Standard
35,Animal Feed,317.09,6,1,2,Standard
38,Beauty & Personal Care,193.32,9,3,8,Express
34,Software & Apps,282.24,6,3,7,No Preference
29,Hotels,154.19,6,4,1,No Preference
41,Furniture,84.15,10,3,1,Standard
41,Health Supplements,214.69,7,4,7,Standard
32,Animal Feed,61.21,12,5,5,Standard
36,Packages),462.48,11,3,2,Express
33,Software & Apps,449.18,3,3,8,Standard
25,Mobile Accessories,314.36,7,5,4,Express
46,Jewelry & Accessories,367.7,3,5,3,No Preference
41,Sports & Outdoors,229.97,7,4,9,Standard
28,Home Appliances,226.53,3,1,10,No Preference
23,Software & Apps,218.32,2,3,7,Express
48,Furniture,132.67,7,5,3,Express
26,Arts & Crafts,416.96,7,1,1,Express
39,Arts & Crafts,459.51,7,2,5,No Preference
45,Sports & Outdoors,487.96,2,3,2,No Preference
22,Toys & Games,150.11,7,4,3,Standard
36,Hotels,218.87,5,3,4,No Preference
29,Mobile Accessories,437.06,7,5,6,Express
33,Beauty & Personal Care,122.58,2,4,5,Express
35,Food & Beverages,195.07,8,1,6,No Preference
39,Books,190.06,9,1,2,Standard
38,Groceries,485.76,10,4,4,No Preference
27,Books,242.57,7,1,10,No Preference
35,Arts & Crafts,303.13,2,1,7,Standard
43,Toys & Games,136.1,5,5,2,Express
40,Electronics,249.02,11,2,1,Express
19,Office Supplies,466.74,7,4,3,Express
46,Animal Feed,229.3,6,5,6,Express
30,Packages),450.52,8,2,6,No Preference
35,Groceries,246.44,4,1,3,No Preference
34,Home Appliances,93.52,2,5,2,No Preference
28,Groceries,137.75,6,3,1,No Preference
44,Home Appliances,78.64,5,4,3,Standard
25,Software & Apps,214.82,9,4,9,No Preference
45,Mobile Accessories,57.39,3,5,10,Standard
47,Beauty & Personal Care,363.91,10,1,2,Standard
39,Travel & Leisure (Flights,304.79,12,4,9,Standard
32,Jewelry & Accessories,363.98,4,4,7,Express
47,Books,249.6,7,1,7,Standard
19,Electronics,345.04,12,5,8,Express
48,Arts & Crafts,59.15,3,2,1,Standard
27,Home Appliances,461.81,12,3,8,No Preference
31,Health Care,280.88,4,4,2,No Preference
44,Luxury Goods,283.7,8,5,3,Express
24,Luxury Goods,411.95,10,3,4,Standard
32,Gardening & Outdoors,476.11,5,4,10,Standard
28,Gardening & Outdoors,399.24,7,2,2,Standard
26,Jewelry & Accessories,90.79,12,1,2,No Preference
38,Animal Feed,229.56,9,2,9,No Preference
28,Sports & Outdoors,160.47,7,5,3,No Preference
30,Software & Apps,104.74,6,4,4,No Preference
37,Food & Beverages,399.95,10,1,2,Express
47,Baby Products,337.33,8,4,5,Express
41,Jewelry & Accessories,204.83,6,1,5,Standard
22,Packages),193.94,11,1,3,Standard
46,Mobile Accessories,460.37,10,4,7,Express
34,Arts & Crafts,297.29,9,4,9,Standard
31,Books,389.47,4,3,9,Standard
38,Home Appliances,370.05,11,3,10,No Preference
45,Jewelry & Accessories,462.24,2,5,1,Express
30,Food & Beverages,472.53,11,1,7,Express
45,Home Appliances,407.29,3,5,5,Express
18,Mobile Accessories,135.65,8,1,9,Standard
36,Animal Feed,352.35,4,2,1,Express
25,Books,441.73,12,4,8,Standard
21,Luxury Goods,105.95,12,4,7,Standard
26,Groceries,351.54,11,3,8,Express
40,Home Appliances,321.26,12,1,6,Standard
47,Animal Feed,421.5,11,1,8,Express
27,Food & Beverages,253.29,6,2,4,Standard
29,Jewelry & Accessories,217.62,3,2,3,No Preference
21,Books,226.04,11,1,9,Express
41,Packages),52.79,4,2,7,Express
43,Jewelry & Accessories,385.08,7,4,1,No Preference
33,Hotels,181.1,2,5,7,No Preference
23,Office Supplies,246.41,7,4,8,Standard
37,Baby Products,140.87,8,3,7,No Preference
34,Software & Apps,151.25,2,5,8,No Preference
27,Hotels,171.52,3,5,9,Standard
40,Sports & Outdoors,399.56,10,2,4,No Preference
40,Sports & Outdoors,173.46,4,3,9,No Preference
43,Toys & Games,332.14,10,4,2,No Preference
37,Food & Beverages,247.05,8,2,8,Standard
49,Office Supplies,365.88,10,5,1,Express
27,Toys & Games,354.92,8,4,1,Express
19,Jewelry & Accessories,195.46,10,3,10,Standard
40,Books,474.03,7,1,6,Standard
27,Animal Feed,106.96,6,1,7,Standard
29,Electronics,371.84,9,4,6,Standard
45,Health Supplements,461.16,8,4,3,Express
24,Books,497.75,11,1,1,Express
45,Health Care,492.83,5,1,4,No Preference
39,Groceries,295.54,8,3,4,Express
40,Furniture,494.81,9,4,7,Standard
21,Mobile Accessories,160.25,7,3,5,No Preference
42,Gardening & Outdoors,198.36,4,1,9,Standard
44,Furniture,82.39,12,1,8,Express
46,Hotels,290.56,3,1,1,No Preference
29,Animal Feed,206.79,5,3,2,Standard
19,Baby Products,401.43,8,2,6,No Preference
21,Sports & Outdoors,188.17,9,5,5,Standard
38,Gardening & Outdoors,83.21,10,3,4,Standard
41,Gardening & Outdoors,54.74,4,2,4,No Preference
49,Office Supplies,371.12,8,1,7,No Preference
32,Packages),293.64,3,1,8,Express
24,Books,185.83,11,2,9,Standard
27,Office Supplies,117.13,7,1,10,Express
44,Office Supplies,52.24,11,1,4,Standard
28,Baby Products,446.69,7,5,5,No Preference
23,Packages),216.84,5,3,1,Express
42,Electronics,75.27,7,4,3,Express
20,Office Supplies,308.87,2,4,2,Express
49,Travel & Leisure (Flights,169.77,5,4,9,Standard
19,Toys & Games,289.08,12,1,10,Standard
38,Travel & Leisure (Flights,74.09,10,4,9,Standard
43,Travel & Leisure (Flights,201.53,5,3,6,No Preference
38,Arts & Crafts,244.6,12,4,6,Standard
21,Software & Apps,320.5,10,4,9,Express
27,Jewelry & Accessories,91.63,3,2,10,Standard
35,Sports & Outdoors,251.93,8,2,3,Standard
30,Luxury Goods,477.35,4,5,2,No Preference
31,Baby Products,86.63,10,1,2,Express
50,Health Care,474.42,4,3,9,No Preference
34,Gardening & Outdoors,429.24,7,5,1,No Preference
24,Home Appliances,470.38,8,4,3,Standard
32,Gardening & Outdoors,495.8,4,2,7,Standard
21,Electronics,129.64,4,1,3,Express
41,Mobile Accessories,473.77,9,1,9,No Preference
40,Electronics,130.84,4,5,10,Standard
48,Groceries,436.54,12,3,8,No Preference
25,Animal Feed,264.01,4,4,5,No Preference
30,Travel & Leisure (Flights,58.27,2,4,4,No Preference
25,Sports & Outdoors,190.76,10,5,3,Express
40,Animal Feed,105.76,8,4,8,Express
24,Hotels,254.29,9,4,7,Express
49,Sports & Outdoors,435.52,9,3,2,No Preference
50,Office Supplies,235.49,5,3,6,Express
45,Mobile Accessories,161.34,3,3,8,No Preference
19,Mobile Accessories,167.67,11,2,6,Express
50,Food & Beverages,96.68,10,2,3,No Preference
32,Gardening & Outdoors,234.58,3,5,6,Standard
21,Furniture,156.48,7,1,5,No Preference
27,Jewelry & Accessories,489.66,11,1,6,Standard
39,Packages),161.85,9,3,4,No Preference
34,Electronics,204.47,7,1,9,No Preference
34,Hotels,315.03,4,5,6,Express
42,Furniture,330.36,12,5,4,No Preference
42,Toys & Games,456.83,5,5,9,No Preference
31,Jewelry & Accessories,236.05,6,3,4,No Preference
35,Home Appliances,289.28,9,5,7,Express
27,Packages),483.77,5,2,5,No Preference
45,Furniture,64.5,7,4,7,No Preference
43,Groceries,436.57,4,3,10,Standard
35,Food & Beverages,364.48,2,3,5,No Preference
33,Beauty & Personal Care,221.88,12,4,6,Express
31,Clothing,278.21,3,1,7,No Preference
31,Health Supplements,344.43,7,5,4,Standard
26,Baby Products,326.08,11,3,6,Express
49,Gardening & Outdoors,437.97,8,2,7,Express
23,Packages),391.87,3,4,2,Standard
42,Travel & Leisure (Flights,333.41,3,5,6,Standard
32,Groceries,251.54,9,1,10,No Preference
37,Electronics,292.08,7,2,9,Standard
25,Travel & Leisure (Flights,204.29,11,4,1,Express
49,Packages),258.68,4,2,9,No Preference
26,Gardening & Outdoors,258.02,2,2,4,Express
29,Gardening & Outdoors,181.87,12,1,4,No Preference
26,Groceries,81.18,8,5,3,Express
23,Books,382.94,8,3,6,Standard
47,Beauty & Personal Care,402.82,7,5,2,No Preference
30,Gardening & Outdoors,497.76,2,2,3,No Preference
26,Furniture,227.58,5,2,1,No Preference
35,Electronics,263.57,2,3,9,Express
40,Baby Products,422.09,3,1,9,Standard
35,Gardening & Outdoors,411.83,2,3,3,Standard
21,Software & Apps,242.65,3,3,8,No Preference
41,Sports & Outdoors,298.93,6,2,1,Express
44,Mobile Accessories,191.21,7,4,6,No Preference
44,Electronics,136.67,3,1,2,Standard
37,Sports & Outdoors,324.11,11,3,2,No Preference
40,Animal Feed,105.64,6,3,1,No Preference
43,Electronics,295.6,10,2,9,Standard
48,Animal Feed,227.03,9,4,7,No Preference
32,Hotels,485.77,10,2,6,No Preference
37,Animal Feed,173.43,4,3,1,No Preference
29,Baby Products,462.96,2,2,6,No Preference
36,Mobile Accessories,203.13,10,3,5,Standard
50,Toys & Games,443.11,9,2,10,No Preference
31,Health Supplements,254.83,2,2,2,Standard
29,Luxury Goods,336.89,4,1,7,Express
26,Baby Products,337.17,8,5,6,No Preference
22,Food & Beverages,429.24,2,2,3,No Preference
35,Electronics,197.7,7,5,6,Standard
23,Home Appliances,336.96,2,2,7,No Preference
40,Packages),489.81,11,2,1,No Preference
32,Software & Apps,455.55,8,4,6,No Preference
29,Mobile Accessories,266.61,3,1,8,Standard
50,Travel & Leisure (Flights,460.88,5,4,4,Standard
42,Health Supplements,361.4,2,5,5,No Preference
47,Baby Products,51.86,4,5,6,No Preference
27,Office Supplies,310.16,5,3,4,Standard
40,Packages),300.73,8,2,9,No Preference
28,Packages),356.87,12,4,9,Standard
28,Clothing,82.37,6,1,4,Standard
29,Clothing,372.6,3,5,6,Express
29,Animal Feed,78.32,9,4,10,Standard
32,Baby Products,71.72,12,5,5,Express
39,Luxury Goods,241.1,12,5,2,No Preference
22,Travel & Leisure (Flights,96.86,9,5,10,Standard
48,Food & Beverages,276.25,11,1,4,Express
29,Office Supplies,318.45,10,1,4,No Preference
41,Animal Feed,117.03,6,2,9,Standard
50,Toys & Games,490.41,7,5,10,Standard
48,Health Supplements,476.42,7,1,2,Standard
29,Beauty & Personal Care,392.27,5,5,2,No Preference
36,Hotels,207.24,9,2,6,No Preference
43,Gardening & Outdoors,141.63,3,1,8,Express
30,Home Appliances,244.47,5,4,5,No Preference
24,Gardening & Outdoors,251.63,9,1,2,Express
30,Toys & Games,431.78,12,3,8,No Preference
37,Jewelry & Accessories,303.09,2,5,9,No Preference
40,Travel & Leisure (Flights,341.24,9,5,3,Standard
30,Electronics,211.39,10,5,1,Express
39,Electronics,379.21,9,5,1,No Preference
46,Mobile Accessories,309.53,8,1,6,Standard
48,Books,359.45,6,1,8,Standard
20,Hotels,479.62,8,1,3,Express
34,Electronics,208.6,2,1,5,Standard
50,Software & Apps,180.21,2,5,1,Express
25,Electronics,197.9,3,1,8,Standard
49,Home Appliances,362.3,7,2,4,Standard
25,Health Supplements,159.53,11,4,3,Express
40,Jewelry & Accessories,149.52,9,5,6,No Preference
19,Toys & Games,206.32,5,3,4,Express
40,Baby Products,308.58,11,5,7,Express
22,Groceries,91.34,5,1,1,Express
25,Luxury Goods,455.44,7,2,3,No Preference
32,Baby Products,468.16,8,5,5,Standard
44,Mobile Accessories,463.67,5,4,4,Standard
50,Gardening & Outdoors,69.78,9,3,6,No Preference
26,Food & Beverages,453.37,10,1,6,Express
21,Baby Products,106.15,12,4,5,Standard
21,Health Care,378.47,6,2,10,Express
